Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Month
226,12,1.2,58,0.8,550,-6.1,0.74,0,0,1
226,21,0.2,32,1.1,1951,-14.5,0,0,0,2
226,0,4.6,82,3,240,1.7,0,0,0,2
226,2,13.8,70,1.3,1363,8.4,0,0,0,3
226,2,5.5,56,1.2,1067,-2.5,0,0,0,3
226,23,1.5,86,1.2,1495,-0.5,0,0,0,3
226,1,7.6,62,1.2,1885,0.7,0,0,0,4
227,9,-12,53,2.6,1781,-19.6,0.16,0,0,1
227,23,2.7,74,0.8,291,-1.4,0,0,0,1
227,22,-2.4,63,1.3,1523,-8.4,0,0,0,2
227,7,-11.6,44,1.6,2000,-21.4,0,0,0,2
227,17,-6.6,29,2.5,2000,-21.7,0.68,0,0,2
227,6,5.7,97,0.5,80,5.2,0,0,0,3
227,3,22.3,96,1.2,290,21.6,0,0.1,0,6
228,0,-0.6,60,0.6,1433,-7.4,0,0,0,1
228,9,-13.3,36,3.5,2000,-25.2,0.19,0,1,1
228,13,-4.5,23,2.6,1937,-22.5,2.12,0,0,2
228,15,-2.1,30,3.9,1933,-17.3,2.22,0,0,2
228,1,2.8,73,2.6,413,-1.5,0,0,0,3
228,6,16.9,62,0.4,1768,9.5,0.06,0,0,6
229,20,-2.6,36,3.1,2000,-15.6,0,0,1.6,1
229,21,-3.4,40,0.9,2000,-15,0,0,1.6,1
229,13,-5.8,38,3.7,1961,-17.8,2.25,0,0,2
229,1,5,53,1.4,557,-3.8,0,0,0,2
229,1,0.6,36,0.4,1933,-12.7,0,0,0,3
230,1,-3.3,41,0.7,2000,-14.7,0,0,0,1
230,23,2.4,63,0.6,443,-3.9,0,0,0,1
230,11,3.8,72,0.9,236,-0.7,1.1,0,3.4,2
230,22,0,54,2.5,1929,-8.2,0,0,0,2
230,6,10.6,84,1.1,284,8,0,0,0,4
231,7,-11.1,37,1.6,2000,-22.9,0,0,0,1
231,19,-1.7,45,3.3,1375,-12.1,0.01,0,0,3
231,1,5.9,65,1,596,-0.1,0,0,0,3
231,21,1.2,92,0.7,1474,0,0,0.5,0,3
231,6,8.1,66,0.6,415,2.1,0,0,0,3
232,10,-3.3,50,1.3,1407,-12.2,0.4,0,0,1
232,23,0.6,47,2.3,1046,-9.4,0,0,0,1
232,22,1.5,48,2.4,422,-8.3,0,0,0,1
232,21,0.7,31,1.3,1923,-14.5,0,0,0,2
232,20,1.3,49,2.8,1683,-8.2,0,0,0,2
232,10,4.4,80,1.8,2000,1.2,0.56,0,0,3
232,6,2.4,65,1.8,1989,-3.5,0,0,0,3
232,4,14.8,73,0.5,994,9.9,0,0,0,5
232,3,18.8,61,1.3,2000,11.1,0,0,0,6
233,20,1.3,38,0.4,1386,-11.4,0,0,0,1
233,13,0.3,28,3.1,1988,-16.1,1.3,0,1,2
233,22,-3.9,41,0.4,1462,-15.2,0,0,0,2
233,20,1.1,32,1.4,1785,-13.8,0,0,0,2
233,23,9.8,87,1.9,2000,7.7,0,0,0,4
233,4,22.3,88,0.9,298,20.2,0,0,0,6
234,9,0.9,63,0.9,1090,-5.3,0.07,0,0,1
234,11,-1.4,37,1,1317,-14.2,0.91,0,0,2
234,15,19.6,44,2.4,1885,7,0.47,0.2,0,4
234,6,10.5,70,1,2000,5.2,0.03,0,0,5
234,6,17.3,62,1.4,1293,9.9,0.03,0,0,5
235,22,-3.9,52,1.2,1871,-12.3,0,0,0,2
235,11,2.6,62,2.9,294,-3.9,1.12,0,0,2
235,10,2.6,45,1.2,1230,-8.1,1.17,0,0,2
235,6,3.9,43,3.4,2000,-7.5,0,0,0,3
235,5,20.3,87,1,251,18,0,0,0,6
236,21,1.2,39,0.6,1378,-11.2,0,0,0,1
236,23,-0.5,59,0.9,1487,-7.5,0,0,0,1
236,7,-9.5,35,1.1,2000,-22.1,0,0,0,2
236,17,2.4,17,3.1,1990,-20.2,0.78,0,0,2
236,0,2.6,40,1.8,1095,-9.6,0,0,0,2
237,21,-0.1,29,0.5,2000,-16,0,0,0,1
237,9,-12,50,1.3,1523,-20.3,0.43,0,0,2
237,1,1.7,71,1.2,584,-3,0,0,0,2
237,19,10,53,1.7,796,0.8,0.01,0,0,3
237,2,8.4,45,0.9,1987,-2.8,0,0,0,4
238,14,-1.1,46,2.1,1437,-11.2,0.72,0,0,1
238,11,-0.2,31,0.8,1269,-15.3,0.5,0,0,2
238,19,1.5,30,2.6,2000,-14.2,0,0,0,2
238,3,18.4,86,0.6,360,16,0,0,0,5
238,5,19,85,0.8,567,16.4,0,0,0,6
239,17,-10.6,38,3.5,2000,-22.2,0.38,0,0.9,1
239,17,-5.7,30,3.6,1978,-20.5,0.4,0,0,1
239,16,-2.4,33,4.5,1815,-16.5,1.55,0,0,2
239,21,0.2,55,2.5,1942,-7.7,0,0,0,2
239,11,0.8,52,4.6,1035,-7.9,2.2,0,0,3
239,10,9.8,90,0.8,335,8.2,0.64,0,0,3
239,6,0.1,97,0.6,77,-0.3,0,0,0,4
239,3,11.3,66,1,1506,5.1,0,0,0,4
239,5,18.4,84,0.6,352,15.6,0,0,0,5
240,12,-1.1,31,1.3,1869,-16.1,1.2,0,1.3,2
240,16,-1.7,18,2,1919,-22.9,1.41,0,0,2
240,13,2.2,18,3.4,1942,-19.7,2.3,0,0,2
240,0,1.6,39,2.3,2000,-10.8,0,0,0,3
240,15,22,96,2.9,313,21.3,0.2,0,0,5
241,20,-1.3,51,2.4,1481,-10.1,0,0,0,2
241,10,5.2,65,3.9,1313,-0.8,0.56,0,0,2
241,2,1.6,79,0.9,685,-1.6,0,0,0,3
241,16,2.4,79,1.9,1995,-0.8,0.37,0,0,3
241,2,12.1,94,1.6,191,11.1,0,0,0,5
241,3,16.6,74,0.4,402,11.9,0,0,0,5
242,23,3.9,60,0.9,379,-3.1,0,0,0,1
242,23,-0.5,26,3.3,2000,-17.7,0,0,0,2
243,21,2.9,63,1,786,-3.4,0,0,0,2
243,15,4,26,3.5,2000,-13.8,1.75,0,0,2
243,23,5.5,80,2.7,258,2.3,0,0,0,2
243,1,5.5,42,3.1,2000,-6.4,0,0,0,3
243,0,1.6,86,1.7,1141,-0.4,0,0,0,3
243,6,2.3,80,0.7,546,-0.8,0,0,0,3
243,11,22.7,93,4.8,832,21.5,0.17,0,0,5
244,7,-8.7,64,0.5,1972,-14.2,0,0,1.6,2
244,20,-4.7,55,1.7,2000,-12.3,0,0,0,2
244,10,-1.8,25,2.6,1913,-19.2,1.17,0,0,2
244,11,4.3,29,2.6,1293,-12.2,1.87,0,0,2
244,0,7.1,84,2.3,185,4.5,0,0,0,3
244,3,19.6,51,1,1923,9.1,0,0,0,6
245,11,-1.6,35,2.1,1812,-15.1,0.87,0,0,1
245,7,-5.9,57,3.1,1686,-13,0,0,0.8,1
245,2,19,80,1.6,346,15.4,0,0,0,5
245,2,10.9,59,1.1,2000,3.1,0,0,0,5
246,19,1.6,35,1,1419,-12.2,0,0,0,1
246,19,-8.3,29,4.1,2000,-23.2,0,0,0,2
246,13,-2.7,29,2.9,1961,-18.3,2.29,0,0,2
246,20,-2.2,49,3.5,1325,-11.4,0,0,0,3
246,2,14.1,62,1.2,502,6.9,0,0,0,4
246,20,23.7,62,1.6,1402,15.9,0,0.4,0,6
247,11,-3.9,51,4.5,1746,-12.5,0.73,0,0.5,1
247,1,1.6,85,2,952,-0.6,0,0,0,3
247,9,16.9,45,0.9,1958,4.8,0.27,0,0,4
247,6,12.3,55,2.1,1972,3.5,0.02,0,0,5
247,5,16.6,0,0.9,1361,9.7,0,0,0,5
247,5,21.7,88,0.6,289,19.6,0,0,0,6
248,13,2.4,22,2.3,1921,-17.2,1.1,0,0,1
248,19,-12,47,3.2,2000,-21,0,0,0.9,1
248,12,2.9,53,4.7,354,-5.7,1.37,0,0,2
248,14,22,96,2.9,1327,21.3,0.39,0,0,5
248,4,15.6,0,0.5,1502,10.5,0,0,0,5
249,16,-1.2,63,0.9,876,-7.3,0.19,0,0,1
249,14,3.3,73,0.4,744,-1,0.11,0,0,1
249,3,14.7,82,0.8,1822,11.6,0,0,0,5
249,4,19.1,82,1.5,471,15.9,0,0,0,6
250,18,4.1,53,1.3,1132,-4.6,0,0,0,1
250,15,6.3,40,0.3,498,-6.3,0.19,0,0,1
250,17,0.6,17,3.3,2000,-21.7,0.79,0,0,2
250,2,8.8,43,1,1490,-3.1,0,0,0,4
251,19,-10.9,44,3,2000,-20.7,0,0,0,1
251,15,-1.5,62,0.9,957,-7.8,0.28,0,0,1
251,19,-8.4,37,4,2000,-20.5,0,0,0,2
251,2,7.3,86,1.7,2000,5.1,0,0,0,5
252,11,-0.3,40,3.4,1728,-12.2,1.73,0,0,2
252,6,7,58,0.7,537,-0.7,0,0,0,3
252,4,12.1,51,1.6,1939,2.2,0,0,0,5
252,3,12,86,0.9,297,9.7,0,0,0,5
252,5,19.6,64,0.3,1483,12.5,0,0,0,5
253,10,1.3,43,0.8,971,-9.9,0.16,0,0,1
253,12,-3.2,32,2.7,1900,-17.5,1.01,0,0,1
253,12,-1.5,35,1.2,1551,-15,1.9,0,0,2
253,14,0.9,25,2.4,1730,-16.9,2.09,0,0,2
253,21,-4.3,59,3,1239,-11.1,0,0,0,2
253,9,0.6,64,3.8,430,-5.4,0.65,0,0,2
253,2,13.5,27,1.6,2000,-5.1,0,0,0,4
254,11,4.7,75,2.3,533,0.6,0.54,0,0,1
254,9,-9.9,49,0.8,1624,-18.6,0.2,0,0,1
254,2,12.9,83,1.6,369,10,0,0,0,3
254,2,6.7,80,2.8,1342,3.4,0,0,0,4
254,7,7.7,48,0.4,1110,-2.6,0.19,0,0,4
254,1,20,96,3,182,19.3,0,0.1,0,6
255,10,0,29,1.3,1592,-15.9,0.52,0,0,1
255,7,-9.6,67,1,1503,-14.5,0,0,0,2
255,4,18.5,82,2,1072,15.3,0,0,0,6
256,11,3.9,57,0.8,363,-3.8,0.28,0,0,1
256,14,0.8,23,3.2,2000,-18,1.29,0,0.5,2
256,13,2.6,40,3.5,1854,-9.6,2.28,0,0,2
257,15,-2.4,51,4.6,1458,-11.1,0.46,0,0,1
257,21,-3.2,47,1.8,1917,-12.9,0,0,0,2
257,2,9.7,23,1.4,2000,-10.4,0,0,0,4
258,14,7.7,54,2.6,313,-1,0.58,0,0,1
258,1,-0.9,64,0.4,1273,-6.8,0,0,0,1
258,20,0.3,27,0.4,2000,-16.5,0,0,0,1
258,14,-0.1,15,4,2000,-23.7,2.39,0,0,2
258,6,9.6,84,0.7,301,7,0,0,0,3
258,3,10.7,63,1.1,989,3.9,0,0,0,4
258,6,20.2,87,2,255,17.9,0.01,0,0,6
259,19,-8.5,35,2.9,2000,-21.2,0,0,0,1
259,17,-6.5,22,1.5,2000,-24.7,0.28,0,0,1
259,10,2.1,60,1.2,1005,-4.8,0.3,0,0,1
259,9,-7.9,50,0.6,1805,-16.5,0.23,0,1.6,2
259,10,0.9,44,1.1,1826,-10,1.16,0,0,2
259,10,0.8,60,2.9,497,-6,0.71,0,0,2
260,12,1.6,28,0.5,1193,-14.9,0.88,0,0,2
260,2,8.7,44,1.6,1684,-2.8,0,0,0,4
261,11,1.8,75,1.8,301,-2.1,0.35,0,0,1
261,10,3.3,47,0.7,818,-6.9,0.22,0,0,2
261,6,2.8,57,0.7,920,-4.8,0,0,0,3
261,2,10.8,72,0.4,639,5.9,0,0,0,3
262,14,-0.8,32,1.4,1846,-15.4,0.78,0,0,1
262,12,-2.7,45,2.4,1707,-13,1.05,0,0.4,1
262,16,-2.4,56,3.3,1541,-9.9,0.35,0,0,1
262,9,-8.4,28,2.2,1947,-23.7,0.49,0,0,2
262,20,2.8,29,2.8,1473,-13.5,0,0,0,2
262,6,9.6,87,2,2000,7.5,0,0,0,4
262,2,13.9,0,0.9,2000,-2.1,0,0,0,5
262,5,19,85,0.4,467,16.4,0,0,0,6
263,20,-2.4,36,1,2000,-15.4,0,0,0,2
263,22,2.5,66,1.1,759,-3.2,0,0,0,2
263,12,2.2,17,1,1979,-20.4,1.75,0,0,2
263,1,4,83,1.7,235,1.3,0,0,0,2
263,15,9.8,57,3,2000,1.6,0.43,0,0,3
263,3,10.6,60,1,1163,3.1,0,0,0,4
264,11,-4.4,40,0.8,1671,-16,0.69,0,0,1
264,3,10.7,74,1.7,712,6.2,0,0,0,3
264,7,9.5,72,0.2,1017,4.6,0.04,0,0,3
264,5,17.8,69,1.1,951,12,0,0,0,6
264,3,22,83,0.5,684,18.9,0,0,0,6
265,13,1.4,34,0.8,1394,-12.7,0.5,0,0,1
265,13,-2.6,45,4,1663,-12.9,1.11,0,0.3,1
265,14,-1.8,45,3.7,1922,-12.1,1.06,0,0.2,1
265,10,1.1,38,3.1,1184,-11.6,1.13,0,0,2
265,3,12.1,64,0.8,1538,5.4,0,0,0,5
265,5,14.4,82,1.2,708,11.3,0,0,0,5
265,4,18.1,76,1.8,561,13.7,0,0,0,6
266,17,-6.5,34,4,2000,-19.8,0.31,0,0,1
266,0,5.1,52,1.1,614,-3.9,0,0,0,2
266,5,22.1,93,0.4,333,20.9,0,0,0,6
267,11,-4.5,36,3.2,1736,-17.3,0.77,0,0,1
267,12,2.5,72,2.4,256,-2,0,0,0,1
267,7,-7.4,62,1.5,1909,-13.4,0,0,0,2
267,16,1.3,15,4.2,2000,-22.5,1.63,0,0,2
267,1,6.4,82,1.2,186,3.5,0,0,0,3
268,16,1.1,26,2.1,1957,-16.3,0.82,0,0,2
268,21,-3.3,42,1.1,1596,-14.4,0,0,0,2
268,13,2.6,27,0.8,1120,-14.5,0.82,0,0,2
268,2,2.3,56,0.6,2000,-5.5,0,0,0,3
268,4,19.7,73,1.6,848,14.7,0,0,0,6
268,4,19.1,86,1.4,322,16.6,0,0,0,6
269,11,-0.4,40,2.3,1633,-12.3,0.66,0,0,1
269,15,4.2,36,2.3,957,-9.5,0.57,0,0,1
269,13,12.7,97,2.6,467,12.2,0.23,0,0,3
269,2,8.1,45,1,2000,-3.1,0,0,0,4
270,14,-1.5,30,2.8,1903,-16.8,1.1,0,0,1
270,18,1.8,34,1.2,1518,-12.4,0,0,0,1
270,11,6,51,1,436,-3.3,0.55,0,0,1
270,19,-2.2,36,2.2,2000,-15.2,0,0,1.6,1
270,9,-8.5,55,1,1482,-15.9,0.4,0,0,2
270,13,0.3,30,1.4,1697,-15.2,2.11,0,0,2
270,14,2.9,14,4.3,2000,-22,2.29,0,0,2
271,17,1.8,33,3.3,1913,-12.8,0.18,0,0,1
271,18,-0.6,37,1.6,1797,-13.5,0.01,0,0,1
271,12,3.9,30,1.6,1085,-12.1,0.91,0,0,1
271,16,8.9,63,3,1614,2.2,0.28,0,0,3
272,13,3,52,1.4,568,-5.9,0.9,0,0,1
272,7,2.5,71,0.9,289,-2.2,0,0,0,1
272,0,3,72,2.3,473,-1.5,0,0,0,3
273,13,1.5,23,3.6,1970,-17.4,0.95,0,0,1
273,22,-3.4,33,2.4,2000,-17.4,0,0,0,1
273,19,-8.2,32,1.1,2000,-22,0,0,0,1
273,13,8,54,1.8,435,-0.7,0.57,0,0,1
273,8,-3.6,83,1.7,915,-6,0,0,3.5,1
273,7,-3.6,42,0.9,1258,-14.6,0,0,0,2
273,16,3.2,16,3,2000,-20.2,1.45,0,0,2
273,15,1,14,4.6,2000,-23.5,2.12,0,0,2
273,11,10.1,88,0.7,453,8.1,0.34,0,0,3
274,10,-1.8,30,2.1,1608,-17.1,1.59,0,0,3
274,23,1.9,60,1.3,2000,-5,0,0,0,3
274,6,12.6,83,0.5,332,9.7,0,0,0,3
275,2,17,73,1.6,1184,12.1,0,0,0,4
275,3,18.4,88,1.6,465,16.3,0,0,0,6
275,21,23.5,94,4.6,227,22.4,0,1.5,0,6
276,12,5.2,52,1.2,349,-3.8,0.45,0,0,1
276,14,6.5,43,0.8,468,-5.2,0.52,0,0,1
276,15,3.8,17,3.2,2000,-19,1.97,0,0,2
276,11,0.2,22,2.2,1907,-19,1.57,0,0,2
277,17,-1.4,68,1,761,-6.5,0.11,0,0,1
277,16,5.8,50,0.9,547,-3.8,0.11,0,0,1
277,11,2.4,27,0.9,1796,-14.7,0.47,0,0,1
277,20,-2.8,40,1.5,1593,-14.5,0,0,0,2
277,15,2,20,4.1,1942,-18.6,1.49,0,0,2
277,17,-0.9,19,5,2000,-21.6,0.48,0,0,2
277,6,15.5,0,0.5,1691,10.4,0.06,0,0,5
277,5,16.6,65,1.2,2000,9.9,0,0,0,6
278,12,1.1,34,0.9,1455,-13,0.6,0,0,1
278,11,1.7,37,0.6,1062,-11.4,0.23,0,0,1
278,15,8.5,49,1.3,400,-1.6,0.73,0,0,1
278,1,7.2,83,2.1,2000,4.4,0,0,0,3
278,1,8.7,70,0.9,398,3.5,0,0,0,3
278,7,15,41,0.3,2000,1.8,0.12,0,0,4
279,13,-2.2,31,2.3,1910,-17,1.13,0,0,1
279,7,1.5,86,1.1,189,-0.5,0,0,0,1
279,17,-0.9,34,2.8,2000,-14.8,0.28,0,1.8,1
280,9,-6.5,54,1.2,1541,-14.2,0.22,0,0,2
280,19,-5.2,33,2.6,2000,-19,0,0,0,2
281,15,-1.2,31,0.8,1732,-16.2,0.47,0,0,1
281,22,-3.8,53,1.3,1300,-12,0,0,0,1
281,21,-4.8,59,0.9,2000,-11.6,0,0,0,1
281,13,3.9,33,0.6,1249,-10.9,0.19,0,0,1
281,12,1,41,3.3,1794,-10.8,2.11,0,0,2
281,2,8.8,49,0.7,1272,-1.3,0,0,0,4
282,19,-7.1,40,3.2,2000,-18.4,0,0,0,1
282,0,3,67,3.3,945,-2.5,0,0,0,4
282,5,18.1,73,0.5,1182,13.1,0,0,0,6
283,12,0,35,2.3,1672,-13.6,1.07,0,0,1
283,11,2.2,20,0.6,1794,-18.5,0.83,0,0,1
283,18,4.6,55,3.2,232,-3.6,0.03,0,0,1
283,14,4,25,0.9,1009,-14.3,1.06,0,0,2
283,12,5.3,70,0.9,226,0.2,1.73,0,1.7,2
283,1,2.5,75,1.5,786,-1.4,0,0,0,3
284,13,-2,32,1,1864,-16.5,0.91,0,0,1
284,21,-3.5,53,0.9,1353,-11.7,0,0,0,1
284,16,2,25,2.3,1755,-16,1.3,0,0,2
284,23,0.3,38,0.2,1895,-12.3,0,0,0,3
284,6,10.3,70,1.2,555,5,0,0,0,3
285,11,3.7,59,1.8,978,-3.5,0.51,0,0,1
285,9,-5.9,52,1.4,1935,-14.1,0.53,0,0,2
285,10,6.5,53,2,518,-2.4,0.21,0,0,2
285,3,20,58,1.8,1279,11.4,0,0,0,5
286,15,-1.1,29,2.8,1976,-16.9,0.96,0,0,1
286,20,3.5,72,1.7,361,-1,0,0,0,1
286,15,1.4,25,2.2,1686,-16.5,1.81,0,0,2
286,14,2.2,24,4.5,1700,-16.3,1.66,0,0,2
286,3,15.4,71,0.5,780,10.1,0,0,0,5
286,4,20.5,90,0.8,223,18.7,0,0,0,6
287,0,8.4,86,2.2,2000,6.1,0,0,0,3
287,2,15.5,65,1.3,1953,8.9,0,0,0,5
288,18,-11.8,33,4,2000,-24.8,0.04,0,0.5,1
288,17,-3.1,36,4.4,1988,-16,0.89,0,0,2
288,11,6.3,67,3.5,1179,0.6,0.52,0,0,2
288,23,4.2,34,1.7,1476,-10.3,0,0,0,3
288,5,17.8,91,2.2,393,16.3,0,0,0,6
289,10,1.9,46,1.1,1233,-8.5,1.39,0,0,2
289,19,11.2,81,2.3,1614,8,0,0,0,3
289,0,2.8,45,1.7,1493,-7.9,0,0,0,3
289,9,3.9,77,2,263,0.2,0.65,0,0,3
289,14,12.1,97,2,177,11.6,0.2,0,0,3
289,3,15.2,31,0.3,2000,-1.8,0,0,0,4
289,3,20.8,73,0.7,756,15.7,0,0,0,6
290,12,-2.9,33,0.9,1813,-16.9,0.92,0,0,1
290,21,2.6,57,3.8,2000,-5,0,0,0,2
290,11,4.5,82,2,1226,1.6,0.73,0,0,3
290,6,14.1,69,1.6,1882,8.4,0,0,0,3
290,5,18.6,76,0.4,1957,14.2,0,0,0,6
291,22,-5.2,53,1.3,1969,-13.3,0,0,0,1
291,16,0.3,17,4.9,2000,-21.9,0.87,0,0,2
291,22,2.6,57,3.1,2000,-5,0,0,0,2
291,22,5.7,81,2.5,292,2.6,0,0,0,2
291,8,22.4,93,1.2,683,21.2,0.04,0,0,5
292,22,0,56,0.8,1544,-7.7,0,0,0,1
292,7,1.3,66,1.1,1534,-4.3,0,0,0,2
292,10,9.1,77,2.7,1587,5.2,0.27,0,0,3
293,12,0.9,29,1.9,1761,-15.1,0.88,0,0,1
293,15,0.7,25,3,1987,-17.1,1.12,0,0,2
293,14,3.2,26,2.2,1499,-14.5,1.16,0,0,2
293,8,5.9,58,1.8,861,-1.7,0.11,0,0,3
294,20,-3.9,44,2.5,2000,-14.3,0,0,0,1
294,13,1.6,29,2.2,1662,-14.5,1.2,0,0,2
294,7,-7.2,70,1.9,1946,-11.7,0,0,0,2
294,23,1.8,37,2.3,2000,-11.3,0,0,0,3
294,23,9.5,90,3.6,1017,7.9,0,1,0,5
294,4,17.4,65,0.8,1093,10.7,0,0,0,6
295,15,1.5,22,3,1998,-17.9,0.76,0,0,1
295,18,2.5,24,2,2000,-16,0.02,0,0,1
295,15,3.7,40,5.3,1950,-8.6,1.96,0,0,2
295,20,6.4,77,2.8,316,2.6,0,0,0,2
295,1,16,79,1,716,12.3,0,0,0,4
296,13,5.8,47,0.8,382,-4.6,0.53,0,0,1
296,13,2.8,31,4,967,-12.6,1.42,0,0,2
296,5,17.2,87,0.6,2000,15,0,0,0,6
297,12,-3.4,32,3.1,1706,-17.7,1.02,0,0,1
297,18,-13,29,3.4,2000,-27.3,0.05,0,0.7,1
297,19,3.1,40,2.6,1804,-9.2,0.01,0,0,2
297,0,6.3,42,3.3,2000,-5.6,0,0,0,3
297,20,10.3,62,2,1749,3.3,0,0,0,4
298,14,3.7,24,2.1,1906,-15,1.01,0,0,1
298,11,2.2,50,2.4,608,-7.1,1.1,0,0,2
299,16,-0.4,30,2,2000,-15.9,0.62,0,0,1
299,13,2.9,14,3.3,2000,-22,2.14,0,0,2
299,22,-2.2,55,1.4,2000,-10,0,0,0,2
299,22,10.4,85,3.7,1671,7.9,0,0,0,5
299,6,14.2,72,0.6,947,9.2,0.04,0,0,5
299,5,19.2,56,0.9,1772,10.2,0,0,0,6
299,5,18.6,81,0.8,1205,15.2,0,0,0,6
300,14,3.7,39,3.8,1908,-9,2.19,0,0,2
301,14,4.4,42,2.3,719,-7.4,0.72,0,0,1
302,14,1.7,20,4.4,1995,-18.9,0.91,0,0,1
302,7,-8.1,51,0.5,1987,-16.4,0,0,0,1
302,20,-4.9,59,0.6,1992,-11.6,0,0,0,1
302,17,4.5,51,1.1,1244,-4.7,0.17,0,0,1
303,13,3,32,1.6,1518,-12.1,0.38,0,0,1
303,9,3.9,86,1.7,399,1.7,0.11,0.2,0,1
303,20,1.1,44,1.2,1171,-9.8,0,0,0,1
303,12,0.9,37,1.5,1283,-12.1,1.12,0,0,2
304,21,-2.6,28,2,2000,-18.6,0,0,0,1
304,14,3.7,53,0.6,592,-5,0.74,0,0,1
304,13,6.7,64,2,241,0.3,1.94,0,0.6,2
304,17,21.9,97,3.2,207,21.3,0.14,0.5,0,5
304,4,19.4,82,0.9,531,16.2,0,0,0,6
305,9,1.2,84,2.1,210,-1.2,0.07,0,0,1
305,18,-12.7,33,2.5,1835,-25.6,0.05,0,0.3,1
305,12,7.6,48,2.6,600,-2.7,0.39,0,0,2
305,1,2,75,1,658,-1.9,0,0,0,3
305,2,5,50,1.7,669,-4.5,0,0,0,3
305,2,11.7,63,0.5,904,4.8,0,0,0,4
306,22,-3.6,46,1.3,1689,-13.5,0,0,0,1
306,14,7.1,52,2.1,646,-2.1,0.76,0,0,1
306,19,2.1,27,2.8,1883,-15,0.01,0,0,2
306,8,0.4,38,1.8,1564,-12.3,0.16,0,0,3
306,2,7.7,60,0.3,1993,0.4,0,0,0,4
306,6,17.8,85,0.6,265,15.2,0,0,0,5
306,5,17.8,75,1,1210,13.3,0,0,0,6
306,18,27.5,79,0.5,1237,23.5,0.65,0.5,0,6
307,13,3.5,54,3.2,463,-4.9,0.68,0,0,1
307,3,14.2,62,1.4,583,7,0,0,0,4
307,7,9.9,59,0.7,1707,2.2,0.25,0,0,4
308,7,-6.9,48,2.4,1974,-16,0,0,0,1
308,11,-0.7,45,1.5,1429,-11.1,0.76,0,0,1
308,9,-2.4,36,1.2,1276,-15.4,0.2,0,0,2
308,20,3,61,1.9,842,-3.8,0,0,0,2
308,11,2.7,44,0.9,1761,-8.3,1.45,0,0,2
308,23,2.8,39,0.7,1065,-9.8,0,0,0,2
308,5,19.4,82,2.1,677,16.2,0,0,0,6
308,6,21.9,97,0.2,190,21.3,0,4.5,0,6
309,16,-1.4,34,1.8,1719,-15.2,0.3,0,0,1
309,13,6.1,61,2.3,534,-0.8,0.91,0,0,1
309,23,2.5,72,1.5,1071,-2,0,0,0,3
309,0,6.4,62,0.7,506,-0.3,0,0,0,3
309,1,13.7,73,2.2,1182,8.9,0,0,0,3
309,1,5.7,55,1.4,1043,-2.6,0,0,0,3
310,16,3,28,2.5,1864,-13.7,0.51,0,0,1
310,21,-3.1,41,2,1742,-14.5,0,0,0,1
310,12,8.1,51,1.4,367,-1.4,0.75,0,0,1
310,15,3.6,26,2.4,1687,-14.1,0.99,0,0,2
310,18,2.8,25,3,2000,-15.3,0.22,0,0,2
310,23,5.3,53,1.5,582,-3.5,0,0,0,2
310,6,22.1,85,0.5,303,19.4,0.01,0.1,0,6
311,20,-2.8,39,1.7,1702,-14.8,0,0,0,1
311,12,6.2,64,1.9,549,-0.1,0.79,0,0,1
311,12,0.5,46,4.7,1172,-9.8,2.49,0,0,3
312,13,0.9,43,2,1112,-10.2,0.98,0,0,1
312,12,6.9,67,3.9,986,1.1,0.42,0,0,2
312,14,7.8,57,2.1,277,-0.2,1.39,0,0,2
312,15,8.2,62,0.6,291,1.3,1.22,0,0,2
312,23,3.8,75,4.1,604,-0.2,0,0,0,4
312,4,18.3,66,1.3,929,11.8,0,0,0,6
313,22,2.8,74,0.5,309,-1.3,0,0,0,1
313,7,18.4,68,0.6,2000,12.3,0.04,0,0,6
314,16,8.3,54,1.2,330,-0.4,0.44,0,0,1
314,11,4.3,44,2.3,1091,-6.9,1.77,0,0,2
314,3,19.1,72,0.6,1370,13.9,0,0,0,6
315,9,-3.1,66,0.2,1168,-8.5,0.12,0,0,1
315,15,5,24,1,1037,-13.9,1.16,0,0,2
315,23,2.8,73,1.8,468,-1.5,0,0,0,3
316,18,1.5,70,2.5,638,-3.3,0,0,0,1
316,7,-0.4,34,1,1989,-14.3,0,0,0,1
316,19,3.9,37,1.4,1417,-9.4,0,0,0,2
316,13,4.5,51,3.8,1108,-4.7,1.08,0,0,2
316,9,12.4,29,1.5,1380,-5.1,1.49,0,0,4
317,18,-0.8,40,4.7,1429,-12.7,0.43,0,0,3
317,19,11,62,2.1,1661,3.9,0.19,0,0,4
317,4,16.9,63,1,2000,9.8,0,0,0,6
317,5,19.4,77,0.8,831,15.2,0,0,0,6
318,15,3.9,33,1.8,1293,-10.9,0.39,0,0,1
318,7,1.1,69,0.6,418,-3.9,0,0,0,1
318,22,0.7,45,2,1084,-9.9,0,0,0,1
319,16,6,28,1.7,1183,-11.1,1.03,0,0,2
319,22,0.5,22,2.9,2000,-18.8,0,0,0,2
319,17,2.5,78,2,2000,-0.9,0.25,0,0,3
320,16,1.3,23,2.9,2000,-17.6,0.51,0,0,1
320,9,-6,61,2.5,1547,-12.3,0.13,0,0.6,1
320,21,3.1,74,1.1,333,-1,0,0,0,1
